Date,Store,Product,Region,Promotion,Holiday,Sales
2023-01-01,Store_10,Product_D,South,1,1,400.69
2023-01-01,Store_5,Product_H,North,1,1,417.71
2023-01-01,Store_5,Product_C,North,0,1,325.76
2023-01-02,Store_10,Product_E,South,1,0,337.24
2023-01-02,Store_3,Product_G,East,0,0,177.49
2023-01-02,Store_6,Product_H,South,0,0,219.02
2023-01-02,Store_9,Product_F,North,1,0,290.24
2023-01-02,Store_3,Product_B,East,0,0,220.96
2023-01-02,Store_8,Product_E,West,0,0,174.56
2023-01-02,Store_8,Product_B,West,0,0,287.78
2023-01-02,Store_7,Product_A,East,0,0,135.45
2023-01-02,Store_3,Product_H,East,0,0,194.84
2023-01-02,Store_9,Product_G,North,0,0,220.88
2023-01-02,Store_4,Product_C,West,1,0,265.35
2023-01-02,Store_2,Product_A,South,0,0,172.43
2023-01-02,Store_9,Product_H,North,0,0,185.68
2023-01-02,Store_5,Product_C,North,0,0,229.3
2023-01-02,Store_4,Product_G,West,0,0,245.05
2023-01-02,Store_8,Product_G,West,0,0,248.91
2023-01-02,Store_6,Product_E,South,0,0,161.65
2023-01-02,Store_3,Product_F,East,1,0,287.41
2023-01-02,Store_1,Product_H,North,0,0,273.42
2023-01-02,Store_9,Product_D,North,0,0,233.28
2023-01-02,Store_10,Product_G,South,0,0,228.92
2023-01-02,Store_7,Product_H,East,1,0,267.36
2023-01-03,Store_1,Product_B,North,0,0,247.18
2023-01-03,Store_10,Product_H,South,1,0,209.01
2023-01-03,Store_4,Product_H,West,1,0,174.22
2023-01-03,Store_8,Product_G,West,0,0,257.73
2023-01-03,Store_3,Product_D,East,0,0,172.02
2023-01-03,Store_9,Product_C,North,0,0,234.5
2023-01-03,Store_4,Product_C,West,0,0,174.47
2023-01-03,Store_8,Product_D,West,0,0,211.49
2023-01-03,Store_9,Product_B,North,0,0,265.61
2023-01-03,Store_5,Product_E,North,0,0,206.69
2023-01-04,Store_4,Product_D,West,0,0,170.93
2023-01-04,Store_8,Product_E,West,1,0,347.58
2023-01-04,Store_1,Product_C,North,0,0,220.1
2023-01-04,Store_5,Product_F,North,0,0,225.83
2023-01-04,Store_2,Product_C,South,0,0,235.74
2023-01-04,Store_9,Product_A,North,0,0,222.37
2023-01-04,Store_5,Product_G,North,0,0,202.83
2023-01-04,Store_8,Product_B,West,0,0,241.58
2023-01-04,Store_4,Product_C,West,1,0,266.47
2023-01-04,Store_4,Product_B,West,0,0,287.97
2023-01-04,Store_2,Product_F,South,0,0,176.57
2023-01-04,Store_4,Product_H,West,1,0,230.63
2023-01-04,Store_5,Product_C,North,0,0,178.72
2023-01-04,Store_10,Product_B,South,0,0,194.14
2023-01-04,Store_7,Product_H,East,0,0,194.19
2023-01-04,Store_3,Product_A,East,0,0,213.15
2023-01-05,Store_4,Product_H,West,0,0,233.6
2023-01-05,Store_5,Product_B,North,0,0,185.24
2023-01-05,Store_6,Product_C,South,0,0,184.11
2023-01-05,Store_8,Product_C,West,1,0,227.34
2023-01-05,Store_4,Product_D,West,0,0,235.18
2023-01-05,Store_7,Product_B,East,0,0,217.69
2023-01-05,Store_8,Product_D,West,0,0,252.48
2023-01-05,Store_1,Product_D,North,1,0,214.31
2023-01-05,Store_7,Product_F,East,0,0,161.11
2023-01-05,Store_3,Product_G,East,0,0,123.58
2023-01-05,Store_8,Product_E,West,1,0,192.27
2023-01-05,Store_8,Product_H,West,0,0,149.97
2023-01-06,Store_10,Product_G,South,0,0,170.62
2023-01-06,Store_1,Product_H,North,0,0,219.37
2023-01-06,Store_4,Product_G,West,0,0,182.04
2023-01-06,Store_5,Product_E,North,0,0,204.95
2023-01-06,Store_8,Product_E,West,0,0,213.16
2023-01-06,Store_3,Product_H,East,0,0,194.59
2023-01-06,Store_6,Product_E,South,0,0,174.99
2023-01-06,Store_10,Product_F,South,0,0,255.75
2023-01-06,Store_2,Product_C,South,0,0,211.49
2023-01-06,Store_6,Product_B,South,1,0,273.93
2023-01-06,Store_8,Product_C,West,0,0,268.97
2023-01-06,Store_10,Product_C,South,0,0,173.68
2023-01-06,Store_9,Product_C,North,0,0,222.12
2023-01-06,Store_3,Product_D,East,0,0,188.18
2023-01-06,Store_7,Product_G,East,0,0,189.47
2023-01-06,Store_3,Product_G,East,0,0,160.98
2023-01-06,Store_8,Product_B,West,0,0,154.56
2023-01-06,Store_10,Product_E,South,0,0,228.07
2023-01-06,Store_10,Product_B,South,0,0,215.19
2023-01-07,Store_6,Product_E,South,0,0,268.27
2023-01-07,Store_4,Product_B,West,0,0,281.18
2023-01-07,Store_3,Product_G,East,0,0,308.58
2023-01-07,Store_3,Product_F,East,0,0,176.33
2023-01-07,Store_6,Product_F,South,1,0,299.4
2023-01-07,Store_3,Product_D,East,0,0,174.36
2023-01-07,Store_2,Product_D,South,0,0,264.56
2023-01-07,Store_9,Product_F,North,0,0,311.76
2023-01-07,Store_5,Product_A,North,0,0,247.46
2023-01-07,Store_8,Product_H,West,0,0,246.31
2023-01-08,Store_2,Product_F,South,0,0,198.53
2023-01-08,Store_1,Product_D,North,0,0,311.32
2023-01-08,Store_3,Product_G,East,0,0,293.15
2023-01-08,Store_9,Product_G,North,0,0,306.12
2023-01-08,Store_9,Product_F,North,0,0,291.29
2023-01-08,Store_9,Product_E,North,0,0,280.43
2023-01-08,Store_4,Product_G,West,0,0,253.11
2023-01-08,Store_10,Product_A,South,0,0,175.95
2023-01-08,Store_8,Product_C,West,0,0,264.75
2023-01-08,Store_6,Product_B,South,0,0,288.77
2023-01-08,Store_3,Product_F,East,0,0,254.01
2023-01-08,Store_9,Product_A,North,0,0,306.03
2023-01-08,Store_9,Product_D,North,1,0,325.34
2023-01-08,Store_1,Product_E,North,0,0,228.99
2023-01-08,Store_1,Product_B,North,0,0,219.21
2023-01-09,Store_5,Product_C,North,0,0,225.3
2023-01-09,Store_8,Product_F,West,0,0,200.53
2023-01-09,Store_2,Product_H,South,0,0,168.77
2023-01-09,Store_6,Product_A,South,1,0,194.89
2023-01-09,Store_7,Product_B,East,1,0,177.03
2023-01-09,Store_2,Product_E,South,0,0,169.91
2023-01-09,Store_4,Product_F,West,0,0,200.67
2023-01-09,Store_7,Product_H,East,1,0,189.72
2023-01-09,Store_10,Product_B,South,1,0,275.97
2023-01-09,Store_5,Product_H,North,0,0,209.67
2023-01-09,Store_1,Product_G,North,0,0,246.86
2023-01-09,Store_8,Product_G,West,0,0,225.01
2023-01-09,Store_2,Product_F,South,0,0,244.65
2023-01-09,Store_3,Product_G,East,0,0,178.58
2023-01-09,Store_10,Product_A,South,1,0,228.2
2023-01-09,Store_9,Product_E,North,0,0,220.96
2023-01-09,Store_2,Product_D,South,0,0,184.26
2023-01-09,Store_1,Product_D,North,0,0,198.27
2023-01-09,Store_8,Product_A,West,0,0,158.87
2023-01-10,Store_7,Product_F,East,0,0,117.75
2023-01-10,Store_2,Product_C,South,0,0,210.73
2023-01-10,Store_5,Product_G,North,0,0,180.99
2023-01-10,Store_9,Product_E,North,0,0,170.01
2023-01-10,Store_5,Product_E,North,0,0,223.45
2023-01-10,Store_5,Product_H,North,0,0,274.21
2023-01-10,Store_6,Product_C,South,0,0,172.05
2023-01-10,Store_1,Product_A,North,0,0,257.73
2023-01-10,Store_8,Product_G,West,0,0,209.62
2023-01-10,Store_9,Product_A,North,0,0,223.78
2023-01-11,Store_9,Product_H,North,0,0,217.06
2023-01-11,Store_3,Product_E,East,0,0,238.29
2023-01-11,Store_1,Product_H,North,0,0,209.72
2023-01-11,Store_2,Product_E,South,0,0,237.66
2023-01-11,Store_1,Product_D,North,0,0,198.81
2023-01-11,Store_8,Product_G,West,0,0,137.9
2023-01-11,Store_5,Product_H,North,0,0,268.98
2023-01-11,Store_3,Product_F,East,0,0,219.07
2023-01-11,Store_2,Product_A,South,0,0,166.44
2023-01-11,Store_4,Product_H,West,0,0,216.59
2023-01-11,Store_3,Product_G,East,0,0,183.65
2023-01-11,Store_7,Product_E,East,0,0,148.83
2023-01-11,Store_5,Product_B,North,0,0,264.07
2023-01-12,Store_1,Product_D,North,0,0,271.75
2023-01-12,Store_7,Product_A,East,0,0,223.51
2023-01-12,Store_10,Product_F,South,0,0,227.83
2023-01-12,Store_8,Product_A,West,0,0,157.87
2023-01-12,Store_6,Product_D,South,0,0,117.38
2023-01-12,Store_7,Product_G,East,0,0,153.0
2023-01-12,Store_9,Product_F,North,0,0,184.67
2023-01-12,Store_5,Product_C,North,0,0,166.07
2023-01-12,Store_8,Product_H,West,0,0,195.23
2023-01-12,Store_9,Product_B,North,0,0,259.49
2023-01-12,Store_10,Product_D,South,0,0,157.56
2023-01-12,Store_3,Product_G,East,0,0,222.66
2023-01-12,Store_1,Product_G,North,0,0,233.65
2023-01-12,Store_6,Product_A,South,0,0,167.46
2023-01-12,Store_4,Product_C,West,1,0,306.04
2023-01-13,Store_1,Product_H,North,0,0,169.81
2023-01-13,Store_1,Product_D,North,0,0,214.19
2023-01-13,Store_5,Product_E,North,0,0,199.52
2023-01-13,Store_3,Product_E,East,0,0,203.69
2023-01-13,Store_1,Product_C,North,1,0,272.39
2023-01-13,Store_2,Product_C,South,0,0,212.78
2023-01-13,Store_4,Product_F,West,0,0,207.93
2023-01-13,Store_8,Product_F,West,0,0,218.8
2023-01-13,Store_10,Product_A,South,0,0,179.57
2023-01-13,Store_4,Product_B,West,0,0,226.24
2023-01-13,Store_9,Product_B,North,1,0,236.7
2023-01-13,Store_9,Product_G,North,0,0,179.08
2023-01-13,Store_8,Product_G,West,0,0,240.67
2023-01-13,Store_8,Product_C,West,0,0,200.37
2023-01-13,Store_6,Product_D,South,0,0,232.77
2023-01-13,Store_3,Product_D,East,0,0,196.79
2023-01-14,Store_2,Product_F,South,0,0,171.59
2023-01-14,Store_1,Product_A,North,0,0,246.38
2023-01-14,Store_7,Product_C,East,0,0,202.24
2023-01-14,Store_10,Product_G,South,0,0,245.08
2023-01-14,Store_5,Product_G,North,0,0,266.01
2023-01-14,Store_8,Product_D,West,0,0,273.06
2023-01-14,Store_1,Product_F,North,0,0,236.16
2023-01-14,Store_6,Product_B,South,0,0,259.67
2023-01-14,Store_3,Product_E,East,0,0,232.05
2023-01-14,Store_1,Product_B,North,0,0,223.55
2023-01-14,Store_5,Product_F,North,0,0,264.6
2023-01-14,Store_4,Product_G,West,0,0,175.04
2023-01-15,Store_7,Product_H,East,0,0,263.26
2023-01-15,Store_3,Product_D,East,0,0,283.55
2023-01-15,Store_7,Product_B,East,0,0,197.37
2023-01-15,Store_8,Product_F,West,0,0,316.49
2023-01-15,Store_1,Product_C,North,0,0,269.57
2023-01-15,Store_8,Product_E,West,1,0,372.31
2023-01-15,Store_4,Product_C,West,1,0,384.64
2023-01-15,Store_10,Product_H,South,0,0,183.16
2023-01-15,Store_5,Product_A,North,0,0,216.13
2023-01-15,Store_1,Product_G,North,1,0,266.73
2023-01-15,Store_5,Product_D,North,0,0,325.03
2023-01-15,Store_10,Product_F,South,0,0,231.43
2023-01-15,Store_8,Product_G,West,0,0,183.79
2023-01-15,Store_9,Product_B,North,0,0,266.87
2023-01-15,Store_6,Product_F,South,0,0,196.28
2023-01-15,Store_9,Product_G,North,0,0,323.51
2023-01-15,Store_5,Product_C,North,0,0,306.42
2023-01-16,Store_7,Product_A,East,1,0,271.23
2023-01-16,Store_6,Product_B,South,0,0,147.97
2023-01-16,Store_3,Product_B,East,0,0,184.93
2023-01-16,Store_1,Product_F,North,0,0,258.37
2023-01-16,Store_10,Product_G,South,0,0,137.07
2023-01-16,Store_8,Product_F,West,1,0,176.83
2023-01-16,Store_8,Product_G,West,0,0,217.75
2023-01-16,Store_3,Product_F,East,0,0,205.93
2023-01-16,Store_8,Product_E,West,0,0,212.19
2023-01-16,Store_6,Product_G,South,0,0,172.96
2023-01-16,Store_10,Product_A,South,0,0,273.65
2023-01-16,Store_4,Product_G,West,0,0,182.69
2023-01-16,Store_3,Product_D,East,0,0,158.41
2023-01-16,Store_1,Product_D,North,0,0,205.32
2023-01-16,Store_7,Product_F,East,0,0,193.15
2023-01-17,Store_2,Product_H,South,0,0,188.88
2023-01-17,Store_6,Product_H,South,0,0,177.82
2023-01-17,Store_2,Product_D,South,0,0,245.84
2023-01-17,Store_5,Product_G,North,1,0,314.03
2023-01-17,Store_3,Product_B,East,0,0,235.54
2023-01-17,Store_6,Product_F,South,0,0,219.69
2023-01-17,Store_9,Product_E,North,0,0,184.44
2023-01-17,Store_2,Product_C,South,0,0,219.38
2023-01-17,Store_1,Product_F,North,0,0,237.16
2023-01-17,Store_7,Product_G,East,0,0,213.31
2023-01-18,Store_4,Product_E,West,0,0,183.78
2023-01-18,Store_1,Product_E,North,0,0,227.07
2023-01-18,Store_10,Product_G,South,0,0,233.2
2023-01-18,Store_6,Product_C,South,1,0,156.83
2023-01-18,Store_6,Product_G,South,0,0,240.37
2023-01-18,Store_2,Product_A,South,0,0,185.34
2023-01-18,Store_2,Product_C,South,0,0,126.42
2023-01-18,Store_1,Product_G,North,0,0,245.52
2023-01-18,Store_9,Product_G,North,0,0,205.38
2023-01-18,Store_9,Product_A,North,0,0,191.57
2023-01-18,Store_4,Product_F,West,0,0,211.69
2023-01-18,Store_1,Product_B,North,1,0,308.43
2023-01-18,Store_7,Product_F,East,1,0,178.02
2023-01-18,Store_3,Product_E,East,0,0,172.03
2023-01-18,Store_4,Product_G,West,0,0,196.22
2023-01-18,Store_4,Product_B,West,0,0,196.18
2023-01-19,Store_10,Product_A,South,0,0,180.59
2023-01-19,Store_2,Product_E,South,0,0,247.59
2023-01-19,Store_3,Product_A,East,0,0,156.02
2023-01-19,Store_1,Product_D,North,0,0,304.55
2023-01-19,Store_6,Product_D,South,0,0,177.29
2023-01-19,Store_3,Product_B,East,0,0,222.95
2023-01-19,Store_1,Product_B,North,0,0,210.83
2023-01-19,Store_5,Product_A,North,0,0,251.79
2023-01-19,Store_6,Product_A,South,1,0,233.84
2023-01-19,Store_7,Product_D,East,0,0,214.94
2023-01-19,Store_3,Product_C,East,0,0,202.77
2023-01-19,Store_1,Product_H,North,0,0,255.67
2023-01-19,Store_4,Product_B,West,0,0,172.56
2023-01-19,Store_3,Product_H,East,0,0,176.6
2023-01-19,Store_10,Product_H,South,0,0,155.69
2023-01-19,Store_4,Product_G,West,1,0,310.76
2023-01-19,Store_5,Product_F,North,0,0,205.3
2023-01-20,Store_8,Product_F,West,0,0,217.64
2023-01-20,Store_8,Product_A,West,0,0,191.96
2023-01-20,Store_3,Product_H,East,0,0,198.72
2023-01-20,Store_2,Product_B,South,0,0,157.54
2023-01-20,Store_7,Product_E,East,0,0,169.27
2023-01-20,Store_4,Product_G,West,0,0,201.13
2023-01-20,Store_1,Product_C,North,0,0,237.49
2023-01-20,Store_1,Product_A,North,0,0,203.65
2023-01-20,Store_8,Product_H,West,0,0,271.72
2023-01-20,Store_2,Product_G,South,0,0,174.07
2023-01-20,Store_7,Product_G,East,0,0,159.48
2023-01-20,Store_7,Product_C,East,0,0,184.72
2023-01-21,Store_6,Product_B,South,0,0,256.19
2023-01-21,Store_5,Product_H,North,0,0,284.03
2023-01-21,Store_3,Product_C,East,0,0,296.0
2023-01-21,Store_5,Product_G,North,0,0,259.16
2023-01-21,Store_7,Product_H,East,0,0,268.42
2023-01-21,Store_9,Product_E,North,0,0,226.58
2023-01-21,Store_9,Product_G,North,0,0,291.87
2023-01-21,Store_5,Product_A,North,0,0,270.66
2023-01-21,Store_7,Product_F,East,0,0,284.03
2023-01-22,Store_3,Product_A,East,0,0,226.99
2023-01-22,Store_9,Product_D,North,0,0,243.42
2023-01-22,Store_8,Product_A,West,0,0,271.15
2023-01-22,Store_9,Product_A,North,0,0,248.94
2023-01-22,Store_1,Product_E,North,0,0,308.02
2023-01-22,Store_7,Product_D,East,0,0,194.5
2023-01-22,Store_3,Product_B,East,1,0,290.69
2023-01-23,Store_7,Product_D,East,1,0,266.24
2023-01-23,Store_7,Product_H,East,0,0,188.23
